Date,Close,Open,High,Low,DAXClose,SPClose,DFFR,EURINF,USAINF,GERLTINT,EURLTINT,USACPI,USAUNEMP
4/25/2001,0.8976,0.8948,0.9004,0.8906,6115.189941,1228.75,4.54,2.7,3.3,4.83,5.38,2.6,4.4
4/26/2001,0.9032,0.8977,0.9046,0.8947,6123.660156,1234.52,4.57,2.7,3.3,4.83,5.38,2.6,4.4
4/27/2001,0.8922,0.9036,0.9057,0.8886,6175.240234,1253.05,4.51,2.7,3.3,4.83,5.38,2.6,4.4
4/30/2001,0.8881,0.8916,0.8925,0.885,6264.509766,1249.46,4.67,2.7,3.3,4.83,5.38,2.6,4.4
5/1/2001,0.893,0.889,0.8943,0.8856,6239.174805,1266.44,4.61,3.1,3.6,5.05,5.58,2.5,4.3
5/2/2001,0.8939,0.8937,0.8954,0.8884,6213.839844,1267.43,4.35,3.1,3.6,5.05,5.58,2.5,4.3
5/3/2001,0.8897,0.8939,0.898,0.8881,6089.169922,1248.58,4.48,3.1,3.6,5.05,5.58,2.5,4.3
5/4/2001,0.8927,0.8896,0.901,0.8894,6138.279785,1266.61,4.41,3.1,3.6,5.05,5.58,2.5,4.3
5/7/2001,0.8901,0.8927,0.8935,0.8896,6122.620117,1263.51,4.47,3.1,3.6,5.05,5.58,2.5,4.3
5/8/2001,0.8853,0.8905,0.8914,0.8823,6108.720215,1261.2,4.41,3.1,3.6,5.05,5.58,2.5,4.3
5/9/2001,0.886,0.8854,0.8864,0.881,6063.939941,1255.54,4.43,3.1,3.6,5.05,5.58,2.5,4.3
5/10/2001,0.8815,0.8864,0.8923,0.8779,6165.180176,1255.18,4.51,3.1,3.6,5.05,5.58,2.5,4.3
5/11/2001,0.8753,0.8816,0.8827,0.8733,6141.02002,1245.67,4.47,3.1,3.6,5.05,5.58,2.5,4.3
5/14/2001,0.8743,0.8757,0.8761,0.8723,6064.680176,1248.92,4.43,3.1,3.6,5.05,5.58,2.5,4.3
5/15/2001,0.8782,0.874,0.8803,0.873,6070.379883,1249.44,4.22,3.1,3.6,5.05,5.58,2.5,4.3
5/16/2001,0.8834,0.8784,0.8869,0.8743,6148.439941,1284.99,4.04,3.1,3.6,5.05,5.58,2.5,4.3
